#file	clusteren	cluster-cluster
80_seed.data	-1519.46500151891	-897.621828140385
81_seed.data	-1644.63764291062	-1038.0196384174
82_seed.data	-1558.68101228451	-912.427271997153
83_seed.data	-1884.86370524876	-1196.46933782427
84_seed.data	-1881.74958477583	-1131.04568480426
85_seed.data	-1745.41278405384	-1094.53290467819
86_seed.data	-1853.90618878679	-1173.11124480313
87_seed.data	-1702.25009885898	-1121.9968270466
88_seed.data	-1710.12907793827	-1056.72937525625
89_seed.data	-1751.81489474056	-1015.68813984589
90_seed.data	-1723.17233294625	-1013.68980937349
91_seed.data	-1860.80007299611	-1213.66493708832
92_seed.data	-1749.02949669729	-1117.68214462164
93_seed.data	-1961.76347944445	-1308.62529595982
94_seed.data	-1551.14360457727	-938.438660209528
95_seed.data	-1548.79965091093	-988.529029107101
96_seed.data	-1748.85059613477	-1015.80447615742
97_seed.data	-1905.92343497688	-1287.78677833998
98_seed.data	-1567.00671056836	-986.799786409838
99_seed.data	-1724.2577422833	-1068.62183273569
100_seed.data	-1659.13828518748	-1037.88132242987
101_seed.data	-1587.14905704354	-978.969025732527
102_seed.data	-1824.5394926319	-1220.57783699039
103_seed.data	-1941.46539291754	-1193.14527286333
104_seed.data	-1843.07933931713	-1268.3674376895
105_seed.data	-1958.59703961179	-1162.67003030521
106_seed.data	-1733.28168512878	-1155.57329060295
107_seed.data	-1690.59623773073	-1065.39134886565
108_seed.data	-1917.06025963138	-1200.66834537597
109_seed.data	-1571.21638779585	-953.173826400894
110_seed.data	-1603.14697132278	-988.57116993298
111_seed.data	-1649.57290105195	-1068.52478544372
112_seed.data	-1526.18696133903	-961.613905469464
113_seed.data	-1543.61760962909	-945.842085571313
114_seed.data	-1887.70230188195	-1010.85020051285
115_seed.data	-1840.39030303596	-1098.8942634302
116_seed.data	-1606.78295168621	-828.05208555997
117_seed.data	-1521.1523492642	-912.217234477334
118_seed.data	-1669.68263291164	-986.896020407799
119_seed.data	-1585.1902277956	-1011.03082651
120_seed.data	-1687.45189032493	-1039.44575679076
121_seed.data	-1532.60139929538	-940.117651445712
122_seed.data	-1710.57283797061	-1088.93550939901
123_seed.data	-1604.66566484661	-977.000324429901
124_seed.data	-1624.52157319489	-1003.55877263793
125_seed.data	-1729.22471829985	-974.183506570473
126_seed.data	-1552.22155837198	-952.27062242394
127_seed.data	-1873.82117856874	-1109.00906576517
128_seed.data	-1831.24286870337	-1061.56978810382
129_seed.data	-1536.48409614454	-1048.22179729444
130_seed.data	-1998.68598236469	-1386.67653760109
131_seed.data	-1835.21118028438	-1193.84586270619
132_seed.data	-1869.819805019	-1217.4761058358
133_seed.data	-1656.93215024779	-985.332414371867
134_seed.data	-1701.53907298129	-855.544878492174
135_seed.data	-1981.21602323365	-1247.43417872297
136_seed.data	-1992.38833989992	-1256.15938713484
137_seed.data	-1735.10662448223	-1156.32470133291
138_seed.data	-1931.61540693806	-1150.5576377829
139_seed.data	-1967.78713923495	-1237.13131144423
140_seed.data	-1870.8177260873	-1121.51188485695
141_seed.data	-1690.51802814649	-1008.93428490854
142_seed.data	-1902.80754373321	-1189.92601377629
143_seed.data	-1623.29586415906	-1033.59776991441
144_seed.data	-1722.24374207298	-1029.52983336216
145_seed.data	-1743.11988162063	-964.457315252008
146_seed.data	-1659.17552735563	-1074.12010896376
147_seed.data	-1933.49997780952	-1261.27888745245
148_seed.data	-1716.03416994388	-1110.81551246888
149_seed.data	-1748.84676933619	-1119.56044452284
150_seed.data	-1580.21397591412	-976.60876576319
151_seed.data	-1613.71510418846	-1096.47823923146
152_seed.data	-1553.96626861072	-909.167467446502
153_seed.data	-1567.87605606255	-870.374365508984
154_seed.data	-1683.91688070238	-896.202032951327
155_seed.data	-1559.21071709265	-998.815664362621
156_seed.data	-1659.62020285846	-1049.00735168133
157_seed.data	-1932.24486025666	-1252.88109414804
158_seed.data	-1723.50890077654	-1185.25143810137
159_seed.data	-1581.1382396785	-864.202942253009
160_seed.data	-1725.74577549342	-1140.62219342081
161_seed.data	-1597.09454808218	-978.668746963054
162_seed.data	-1697.5256272274	-1141.90122108621
163_seed.data	-1908.69554229142	-1226.21516739142
164_seed.data	-1496.6678028366	-916.556888437777
165_seed.data	-1575.67222526825	-1009.98139511776
166_seed.data	-1575.87361510457	-1010.47044574452
167_seed.data	-1597.17408691057	-1121.47946033208
168_seed.data	-1520.9289489447	-692.65607684228
169_seed.data	-1495.06886182275	-918.208032769667
170_seed.data	-1716.9302899287	-1003.03131672457
171_seed.data	-1570.13297630883	-865.414694475139
172_seed.data	-1559.70089259778	-1011.22269083177
173_seed.data	-1646.62587244027	-813.889686652314
174_seed.data	-1598.65751070006	-1086.13156658435
175_seed.data	-1990.91964523183	-1210.79364198632
176_seed.data	-1902.24154776773	-1215.30093880007
177_seed.data	-1905.34876960545	-1173.2098024896
178_seed.data	-1714.25566031637	-1145.90932566046
179_seed.data	-1954.45781813627	-1048.25267598786
180_seed.data	-1897.53497400419	-1268.46396534025
181_seed.data	-1985.40334898569	-1323.60372399814
182_seed.data	-1612.22205253621	-1046.40989930973
183_seed.data	-1737.68928612613	-1079.95959870819
184_seed.data	-1553.08249841916	-978.266593921009
185_seed.data	-1769.05052731564	-1210.62642199517
186_seed.data	-1886.54913754659	-1161.62147893307
187_seed.data	-1925.71383473547	-1251.46818826206
188_seed.data	-1945.52770489817	-1129.66891421318
189_seed.data	-1782.82642417305	-1019.85264835496
190_seed.data	-1718.55824948796	-809.996231784185
191_seed.data	-1982.63804684184	-1334.90065462274
192_seed.data	-1571.89525826216	-972.232166562779
193_seed.data	-1643.02052352746	-990.219667693511
194_seed.data	-1953.74141846332	-1089.86004458421
195_seed.data	-1842.68897987769	-1187.10561254695
196_seed.data	-1916.14441408239	-1271.69155700978
197_seed.data	-1975.88844627619	-1200.04209966437
198_seed.data	-1958.52372984589	-1286.177035801
199_seed.data	-1863.29372175894	-1037.92899308137
200_seed.data	-1852.78227732498	-1179.74718509998
201_seed.data	-1739.35503386873	-1072.30384869196
202_seed.data	-1915.30045043641	-1321.27159182225
203_seed.data	-1899.97800272259	-1259.57483174622
204_seed.data	-1676.69645574416	-1001.77093771741
205_seed.data	-1520.72840076164	-895.749600247989
206_seed.data	-1983.70711928301	-1276.49769417602
207_seed.data	-1582.17153091326	-1067.0595869924
208_seed.data	-1635.42445825137	-1035.82456979932
209_seed.data	-1655.46949202418	-1114.87635907604
210_seed.data	-1606.06504536439	-779.960117959984
211_seed.data	-1985.44909435995	-1240.03720913603
212_seed.data	-1850.93243281362	-1204.39079226888
213_seed.data	-1731.4583815638	-906.912996643944
214_seed.data	-1686.40907959385	-1036.26034001067
215_seed.data	-1672.11747341552	-992.482150299877
216_seed.data	-1521.05322260361	-1004.34582793496
217_seed.data	-1653.57749122692	-1120.84209034238
218_seed.data	-1745.81088096129	-1016.57066501916
219_seed.data	-1813.07490904484	-1142.95508912285
220_seed.data	-1653.7867133365	-946.518373799413
221_seed.data	-1793.99024230944	-1124.34572153812
222_seed.data	-1932.8109026328	-1304.37713049892
223_seed.data	-1705.11528812251	-1016.83417077828
224_seed.data	-1960.69207292242	-1256.48230338621
225_seed.data	-1901.14833552896	-1193.63289890944
226_seed.data	-1697.401041344	-1023.36249149145
227_seed.data	-1914.03891127008	-1227.87622050955
228_seed.data	-1842.94783522358	-1166.0733262624
229_seed.data	-1573.6080333005	-937.272302179435
230_seed.data	-1614.4629078919	-1020.78061362933
231_seed.data	-1799.8967843096	-1150.74337639647
232_seed.data	-1841.79270638276	-1140.23971077042
233_seed.data	-1508.10451428931	-946.139437653809
234_seed.data	-1875.26459754658	-1145.64018864083
235_seed.data	-1553.54034465019	-1056.53572701425
236_seed.data	-1612.64169361243	-904.057304528724
237_seed.data	-1942.89717724134	-1334.76529302031
238_seed.data	-1513.38158400662	-880.618927802424
239_seed.data	-1501.80714127632	-824.541011031729
240_seed.data	-1742.41681329065	-1058.80108036918
