LAMMPS data file via write_data, version 23 Jun 2022, timestep = 110124

6912 atoms
1 atom types

-9.522053704344328 9.522053704344328 xlo xhi
-9.522053704344328 9.522053704344328 ylo yhi
-9.522053704344328 9.522053704344328 zlo zhi

Masses

1 1

Pair Coeffs # lj/cut

1 1 1

Atoms # atomic

44 1 -9.092921160977385 -8.733575110221423 -8.787534839892272 1 0 0
1110 1 -8.168880083524053 -8.121261043369369 -8.332173749845424 0 1 0
581 1 -8.197322842709179 -9.423234490031325 -8.238780680909468 0 0 0
484 1 -9.123111066072921 -9.148989725907084 -7.79135813551562 0 1 0
1205 1 -9.04276912539011 -7.97241796845517 -7.670053706387801 0 0 0
6 1 -9.48499035445374 -8.020780641684599 -9.422492594486224 0 0 0
11 1 -8.233145162365375 -9.481030298122402 -9.276401118091234 0 0 0
5717 1 -8.268555414447263 -7.855222679118317 -9.411210787324054 0 1 1
578 1 -7.614224441339322 -8.607876175499618 -9.171314387261754 0 0 0
2268 1 -6.5713433324718835 -8.398146205386553 -8.51733354862646 0 1 0
2311 1 -6.090062886808394 -9.206692220745744 -8.951107270597873 0 0 0
1827 1 -7.424362860273778 -8.695036081996575 -7.928208466547244 0 0 0
12 1 -7.0298695988875775 -9.34894148577318 -8.716226123138366 0 0 0
6872 1 -7.283027926793315 -7.760026394886154 -8.45502602754204 0 1 1
1163 1 -6.393356278188726 -9.077797737333187 -7.789192414448467 0 0 0
5824 1 -5.522744510757962 -8.72806095583208 -8.24426788874961 0 0 1
6880 1 -5.592303773133535 -8.31307615297834 -9.154228625593676 0 1 1
5825 1 -4.614192892942716 -8.048573683012535 -8.695709602591965 0 0 1
6879 1 -5.005782461557982 -9.280963468113232 -8.879098260387716 0 1 1
1219 1 -4.719014879821016 -9.241108866920761 -7.850297532088836 0 0 0
5731 1 -3.894735989373256 -9.023498365169779 -8.90531086854185 0 1 1
640 1 -5.528968977969392 -7.699347825874034 -8.183402252202534 0 0 0
22 1 -4.130849663402343 -8.261812204453111 -7.7438107975481625 0 0 0
20 1 -3.648867549358771 -7.9743167011244385 -9.178366959677971 0 0 0
6885 1 -2.727250203968814 -7.841455263364011 -8.548692411356138 0 1 1
5775 1 -3.1616975999970522 -8.686215611673664 -8.198676227467082 0 0 1
6884 1 -2.64543748646218 -8.56082405265551 -9.138368986463309 0 1 1
5771 1 -2.2066998392920096 -9.160503113175604 -8.229790473689542 0 0 1
1265 1 -2.0777221497588974 -7.747889552857585 -9.433426989798146 0 0 0
1070 1 -2.970317685785708 -9.465839887902504 -8.879849410051916 0 1 0
6401 1 -1.646725755777953 -8.965920526204615 -9.264543454626665 0 0 1
1166 1 -0.6187323565727993 -8.633781756580206 -8.572953495723098 0 0 0
70 1 -1.106599250523388 -7.669424145946427 -7.7704298030426955 0 0 0
114 1 -1.7046541680382674 -8.211341896253176 -8.514203861798268 0 0 0
6794 1 -1.3456158270071352 -8.707611649115114 -7.721808644027716 0 1 1
589 1 -1.1098792339879502 -8.06002791247005 -9.463280427949108 0 0 0
6408 1 -0.5772749363519178 -7.6314436926782045 -8.730437566762662 0 0 1
6882 1 0.06270504323122772 -9.11813347413125 -7.812496651593996 0 1 1
24 1 0.25771106634809016 -8.466615232241809 -9.418144201719286 0 0 0
123 1 0.24585058068032062 -7.992813905936802 -8.294092980113183 0 0 0
6412 1 0.3792864260554296 -9.238216741897961 -8.798222339711968 0 0 1
26 1 1.232244544757215 -8.279386211743631 -8.807773501151319 0 0 0
125 1 1.4052348771819432 -9.307457780819313 -8.848619312625095 0 0 0
5888 1 1.7388306835105283 -8.789515384901183 -8.02139261232924 0 0 1
6845 1 0.952879001354237 -8.387247469157744 -7.648650187890976 0 1 1
698 1 2.2520818647863816 -8.536495685591586 -8.919578204612296 0 0 0
6512 1 3.018191799168152 -9.12025129456499 -9.391075580507186 0 0 1
1183 1 3.1454289782170086 -7.837360538624654 -8.491326644351506 0 0 0
656 1 3.040887191935944 -8.83682865234984 -8.129196975480646 0 0 0
